MaGiaoDich,Ngay,Thang,KhuVuc,TenSanPham,SoLuong,GiaBan,GiaVon,DoanhThu,LoiNhuan
1128,17/08/2023,8,Miền Bắc,Bàn phím,3,776000,500000,2328000,828000
1129,16/07/2023,7,Miền Nam,Chuột quang,2,208000,100000,416000,216000
1130,13/09/2023,9,Miền Trung,Điện thoại,4,7600000,6600000,30400000,4000000
1131,07/04/2023,4,Miền Trung,Điện thoại,3,8160000,6600000,24480000,4680000
1132,19/09/2023,9,Miền Nam,Tai nghe,4,475000,250000,1900000,900000
1133,07/09/2023,9,Miền Trung,Laptop Dell,4,14250000,13200000,57000000,4200000
1134,27/06/2023,6,Miền Trung,Tai nghe,1,510000,275000,510000,235000
1135,08/02/2023,2,Miền Trung,Laptop Dell,3,15450000,13200000,46350000,6750000
1136,14/11/2023,11,Miền Trung,Tai nghe,9,505000,275000,4545000,2070000
1137,27/06/2023,6,Miền Trung,Tai nghe,3,485000,275000,1455000,630000
1138,17/03/2023,3,Miền Nam,Laptop Dell,2,15300000,12000000,30600000,6600000
1139,26/08/2023,8,Miền Trung,Điện thoại,5,8000000,6600000,40000000,7000000
1140,27/02/2023,2,Miền Bắc,Điện thoại,5,8080000,6000000,40400000,10400000
1141,04/03/2023,3,Miền Bắc,Tai nghe,1,520000,250000,520000,270000
1142,25/05/2023,5,Miền Nam,Bàn phím,4,768000,500000,3072000,1072000
1143,15/12/2023,12,Miền Bắc,Chuột quang,3,198000,100000,594000,294000
1144,12/11/2023,11,Miền Nam,Chuột quang,9,200000,100000,1800000,900000
1145,05/03/2023,3,Miền Bắc,Điện thoại,3,8240000,6000000,24720000,6720000
1146,08/04/2023,4,Miền Nam,Chuột quang,4,200000,100000,800000,400000
1147,04/01/2023,1,Miền Trung,Tai nghe,4,510000,275000,2040000,940000
1148,02/07/2023,7,Miền Trung,Chuột quang,1,196000,110000,196000,86000
1149,24/04/2023,4,Miền Bắc,Tai nghe,3,475000,250000,1425000,675000
1150,19/07/2023,7,Miền Nam,Điện thoại,1,8240000,6000000,8240000,2240000
1151,02/03/2023,3,Miền Bắc,Điện thoại,3,8000000,6000000,24000000,6000000
1152,20/03/2023,3,Miền Bắc,Chuột quang,1,196000,100000,196000,96000
1153,24/02/2023,2,Miền Bắc,Chuột quang,3,194000,100000,582000,282000
1154,19/01/2023,1,Miền Nam,Chuột quang,1,194000,100000,194000,94000
1155,10/04/2023,4,Miền Bắc,Tai nghe,3,505000,250000,1515000,765000
1156,07/03/2023,3,Miền Bắc,Laptop Dell,1,15450000,12000000,15450000,3450000
1157,26/12/2023,12,Miền Bắc,Điện thoại,5,8080000,6000000,40400000,10400000
1158,07/11/2023,11,Miền Trung,Tai nghe,7,500000,275000,3500000,1575000
1159,26/04/2023,4,Miền Bắc,Bàn phím,4,808000,500000,3232000,1232000
1160,14/04/2023,4,Miền Nam,Chuột quang,5,206000,100000,1030000,530000
1161,13/02/2023,2,Miền Trung,Chuột quang,1,206000,110000,206000,96000
1162,24/02/2023,2,Miền Nam,Tai nghe,8,475000,250000,3800000,1800000
1163,17/04/2023,4,Miền Bắc,Chuột quang,5,192000,100000,960000,460000
1164,19/02/2023,2,Miền Bắc,Điện thoại,5,8240000,6000000,41200000,11200000
1165,07/10/2023,10,Miền Nam,Laptop Dell,2,15150000,12000000,30300000,6300000
1166,05/03/2023,3,Miền Trung,Chuột quang,3,200000,110000,600000,270000
1167,12/06/2023,6,Miền Trung,Điện thoại,1,7840000,6600000,7840000,1240000
1168,06/02/2023,2,Miền Bắc,Điện thoại,9,8320000,6000000,74880000,20880000
1169,16/06/2023,6,Miền Nam,Bàn phím,4,808000,500000,3232000,1232000
1170,04/06/2023,6,Miền Trung,Laptop Dell,3,15000000,13200000,45000000,5400000
1171,22/11/2023,11,Miền Nam,Tai nghe,7,500000,250000,3500000,1750000
1172,17/04/2023,4,Miền Nam,Bàn phím,1,832000,500000,832000,332000
1173,21/06/2023,6,Miền Trung,Laptop Dell,1,14700000,13200000,14700000,1500000
1174,17/04/2023,4,Miền Trung,Bàn phím,1,768000,550000,768000,218000
1175,05/03/2023,3,Miền Nam,Điện thoại,4,8160000,6000000,32640000,8640000
1176,24/08/2023,8,Miền Bắc,Tai nghe,2,475000,250000,950000,450000
1177,21/10/2023,10,Miền Nam,Chuột quang,1,198000,100000,198000,98000
1178,17/07/2023,7,Miền Nam,Tai nghe,3,500000,250000,1500000,750000
1179,25/01/2023,1,Miền Trung,Tai nghe,3,515000,275000,1545000,720000
1180,11/09/2023,9,Miền Trung,Điện thoại,5,8240000,6600000,41200000,8200000
1181,26/10/2023,10,Miền Trung,Điện thoại,1,8160000,6600000,8160000,1560000
1182,17/02/2023,2,Miền Bắc,Điện thoại,5,7840000,6000000,39200000,9200000
1183,05/06/2023,6,Miền Nam,Chuột quang,4,206000,100000,824000,424000
1184,02/02/2023,2,Miền Bắc,Bàn phím,1,776000,500000,776000,276000
1185,11/05/2023,5,Miền Bắc,Tai nghe,5,475000,250000,2375000,1125000
1186,23/05/2023,5,Miền Nam,Laptop Dell,1,14250000,12000000,14250000,2250000
1187,16/10/2023,10,Miền Trung,Chuột quang,5,194000,110000,970000,420000
1188,25/01/2023,1,Miền Bắc,Tai nghe,5,490000,250000,2450000,1200000
1189,20/12/2023,12,Miền Trung,Điện thoại,4,8080000,6600000,32320000,5920000
1190,09/06/2023,6,Miền Nam,Bàn phím,1,784000,500000,784000,284000
1191,14/11/2023,11,Miền Bắc,Chuột quang,7,194000,100000,1358000,658000
1192,04/09/2023,9,Miền Bắc,Điện thoại,3,8160000,6000000,24480000,6480000
1193,26/04/2023,4,Miền Trung,Tai nghe,1,505000,275000,505000,230000
1194,17/10/2023,10,Miền Nam,Điện thoại,1,8000000,6000000,8000000,2000000
1195,07/02/2023,2,Miền Nam,Bàn phím,9,816000,500000,7344000,2844000
1196,23/11/2023,11,Miền Nam,Điện thoại,7,7760000,6000000,54320000,12320000
1197,20/08/2023,8,Miền Bắc,Điện thoại,3,8000000,6000000,24000000,6000000
1198,16/06/2023,6,Miền Nam,Bàn phím,4,760000,500000,3040000,1040000
1199,28/04/2023,4,Miền Bắc,Tai nghe,5,495000,250000,2475000,1225000
1200,05/07/2023,7,Miền Bắc,Laptop Dell,1,15450000,12000000,15450000,3450000
1201,10/07/2023,7,Miền Nam,Điện thoại,1,8160000,6000000,8160000,2160000
1202,19/05/2023,5,Miền Bắc,Tai nghe,3,515000,250000,1545000,795000
1203,08/03/2023,3,Miền Bắc,Laptop Dell,3,15300000,12000000,45900000,9900000
1204,05/12/2023,12,Miền Trung,Bàn phím,3,768000,550000,2304000,654000
1205,21/09/2023,9,Miền Nam,Điện thoại,1,8320000,6000000,8320000,2320000
1206,14/10/2023,10,Miền Trung,Laptop Dell,5,15300000,13200000,76500000,10500000
1207,28/01/2023,1,Miền Trung,Bàn phím,1,784000,550000,784000,234000
1208,22/02/2023,2,Miền Trung,Chuột quang,4,202000,110000,808000,368000
1209,16/01/2023,1,Miền Bắc,Tai nghe,3,495000,250000,1485000,735000
1210,27/09/2023,9,Miền Nam,Chuột quang,1,200000,100000,200000,100000
1211,26/11/2023,11,Miền Bắc,Tai nghe,3,490000,250000,1470000,720000
1212,09/03/2023,3,Miền Nam,Bàn phím,4,768000,500000,3072000,1072000
1213,09/03/2023,3,Miền Trung,Điện thoại,2,8240000,6600000,16480000,3280000
1214,15/11/2023,11,Miền Bắc,Bàn phím,1,784000,500000,784000,284000
1215,20/01/2023,1,Miền Nam,Laptop Dell,7,15600000,12000000,109200000,25200000
1216,28/12/2023,12,Miền Bắc,Chuột quang,8,194000,100000,1552000,752000
1217,22/06/2023,6,Miền Bắc,Tai nghe,3,505000,250000,1515000,765000
1218,22/05/2023,5,Miền Trung,Điện thoại,3,8000000,6600000,24000000,4200000
1219,28/01/2023,1,Miền Nam,Laptop Dell,6,14550000,12000000,87300000,15300000
1220,25/08/2023,8,Miền Bắc,Chuột quang,5,200000,100000,1000000,500000
1221,01/05/2023,5,Miền Trung,Chuột quang,3,200000,110000,600000,270000
1222,09/05/2023,5,Miền Bắc,Điện thoại,5,7600000,6000000,38000000,8000000
1223,23/10/2023,10,Miền Trung,Chuột quang,4,190000,110000,760000,320000
1224,23/02/2023,2,Miền Trung,Laptop Dell,9,14850000,13200000,133650000,14850000
1225,13/08/2023,8,Miền Bắc,Bàn phím,5,800000,500000,4000000,1500000
1226,18/12/2023,12,Miền Bắc,Chuột quang,1,208000,100000,208000,108000
1227,02/11/2023,11,Miền Nam,Tai nghe,1,505000,250000,505000,255000
1228,08/08/2023,8,Miền Bắc,Tai nghe,5,505000,250000,2525000,1275000
1229,19/09/2023,9,Miền Nam,Tai nghe,4,515000,250000,2060000,1060000
1230,07/06/2023,6,Miền Nam,Chuột quang,1,204000,100000,204000,104000
1231,15/04/2023,4,Miền Bắc,Bàn phím,3,776000,500000,2328000,828000
1232,16/03/2023,3,Miền Nam,Laptop Dell,2,14850000,12000000,29700000,5700000
1233,21/05/2023,5,Miền Nam,Chuột quang,3,202000,100000,606000,306000
1234,17/08/2023,8,Miền Trung,Chuột quang,1,190000,110000,190000,80000
1235,04/08/2023,8,Miền Nam,Điện thoại,2,8160000,6000000,16320000,4320000
1236,08/09/2023,9,Miền Bắc,Tai nghe,3,520000,250000,1560000,810000
1237,05/09/2023,9,Miền Nam,Tai nghe,2,505000,250000,1010000,510000
1238,18/11/2023,11,Miền Bắc,Chuột quang,5,190000,100000,950000,450000
1239,24/02/2023,2,Miền Trung,Laptop Dell,3,14850000,13200000,44550000,4950000
1240,26/08/2023,8,Miền Nam,Chuột quang,1,198000,100000,198000,98000
1241,13/06/2023,6,Miền Bắc,Laptop Dell,4,14700000,12000000,58800000,10800000
1242,22/05/2023,5,Miền Bắc,Chuột quang,4,206000,100000,824000,424000
1243,20/05/2023,5,Miền Trung,Chuột quang,4,206000,110000,824000,384000
1244,19/05/2023,5,Miền Trung,Điện thoại,2,7920000,6600000,15840000,2640000
1245,14/06/2023,6,Miền Trung,Tai nghe,3,480000,275000,1440000,615000
1246,21/09/2023,9,Miền Trung,Tai nghe,2,495000,275000,990000,440000
1247,21/03/2023,3,Miền Nam,Chuột quang,4,190000,100000,760000,360000
1248,10/05/2023,5,Miền Trung,Bàn phím,4,808000,550000,3232000,1032000
1249,10/12/2023,12,Miền Nam,Tai nghe,4,510000,250000,2040000,1040000
1250,09/05/2023,5,Miền Bắc,Chuột quang,3,190000,100000,570000,270000
1251,11/09/2023,9,Miền Nam,Bàn phím,5,776000,500000,3880000,1380000
1252,25/06/2023,6,Miền Nam,Bàn phím,3,760000,500000,2280000,780000
1253,14/09/2023,9,Miền Nam,Bàn phím,4,792000,500000,3168000,1168000
1254,02/07/2023,7,Miền Nam,Chuột quang,1,202000,100000,202000,102000
1255,13/01/2023,1,Miền Bắc,Tai nghe,5,485000,250000,2425000,1175000
1256,16/08/2023,8,Miền Trung,Điện thoại,5,8000000,6600000,40000000,7000000
1257,07/08/2023,8,Miền Bắc,Điện thoại,2,7760000,6000000,15520000,3520000
1258,25/08/2023,8,Miền Bắc,Chuột quang,1,208000,100000,208000,108000
1259,16/11/2023,11,Miền Nam,Bàn phím,7,792000,500000,5544000,2044000
1260,10/09/2023,9,Miền Nam,Tai nghe,5,510000,250000,2550000,1300000
1261,24/04/2023,4,Miền Bắc,Laptop Dell,5,14850000,12000000,74250000,14250000
1262,02/08/2023,8,Miền Trung,Tai nghe,3,480000,275000,1440000,615000
1263,17/05/2023,5,Miền Bắc,Bàn phím,2,808000,500000,1616000,616000
1264,02/10/2023,10,Miền Nam,Chuột quang,3,198000,100000,594000,294000
1265,20/05/2023,5,Miền Trung,Laptop Dell,4,14850000,13200000,59400000,6600000
1266,05/11/2023,11,Miền Trung,Chuột quang,6,204000,110000,1224000,564000
1267,03/09/2023,9,Miền Bắc,Chuột quang,3,208000,100000,624000,324000
1268,06/09/2023,9,Miền Trung,Điện thoại,3,8000000,6600000,24000000,4200000
1269,21/08/2023,8,Miền Nam,Tai nghe,3,480000,250000,1440000,690000
1270,24/11/2023,11,Miền Trung,Chuột quang,1,190000,110000,190000,80000
1271,18/04/2023,4,Miền Trung,Laptop Dell,4,14550000,13200000,58200000,5400000
1272,15/12/2023,12,Miền Nam,Tai nghe,6,485000,250000,2910000,1410000
1273,02/06/2023,6,Miền Bắc,Chuột quang,4,190000,100000,760000,360000
1274,26/04/2023,4,Miền Bắc,Laptop Dell,1,15300000,12000000,15300000,3300000
1275,14/09/2023,9,Miền Nam,Bàn phím,3,760000,500000,2280000,780000
1276,10/11/2023,11,Miền Bắc,Tai nghe,7,500000,250000,3500000,1750000
1277,13/03/2023,3,Miền Nam,Laptop Dell,4,14700000,12000000,58800000,10800000
1278,27/12/2023,12,Miền Bắc,Chuột quang,7,208000,100000,1456000,756000
1279,06/01/2023,1,Miền Nam,Điện thoại,9,7920000,6000000,71280000,17280000
1280,15/12/2023,12,Miền Bắc,Bàn phím,1,792000,500000,792000,292000
1281,23/03/2023,3,Miền Bắc,Laptop Dell,3,15300000,12000000,45900000,9900000
1282,06/10/2023,10,Miền Trung,Laptop Dell,5,14850000,13200000,74250000,8250000
1283,11/01/2023,1,Miền Nam,Bàn phím,3,824000,500000,2472000,972000
1284,10/01/2023,1,Miền Bắc,Bàn phím,5,808000,500000,4040000,1540000
1285,07/09/2023,9,Miền Nam,Điện thoại,2,8160000,6000000,16320000,4320000
1286,26/12/2023,12,Miền Bắc,Điện thoại,1,7760000,6000000,7760000,1760000
1287,12/07/2023,7,Miền Trung,Bàn phím,1,824000,550000,824000,274000
1288,03/07/2023,7,Miền Nam,Bàn phím,4,784000,500000,3136000,1136000
1289,24/03/2023,3,Miền Trung,Điện thoại,3,7600000,6600000,22800000,3000000
1290,25/11/2023,11,Miền Nam,Tai nghe,9,500000,250000,4500000,2250000
1291,16/01/2023,1,Miền Trung,Laptop Dell,3,15150000,13200000,45450000,5850000
1292,20/05/2023,5,Miền Bắc,Điện thoại,4,7600000,6000000,30400000,6400000
1293,19/01/2023,1,Miền Bắc,Laptop Dell,4,14700000,12000000,58800000,10800000
1294,05/11/2023,11,Miền Bắc,Bàn phím,9,792000,500000,7128000,2628000
1295,23/07/2023,7,Miền Trung,Chuột quang,1,192000,110000,192000,82000
1296,04/12/2023,12,Miền Bắc,Chuột quang,1,200000,100000,200000,100000
1297,17/01/2023,1,Miền Bắc,Laptop Dell,7,15000000,12000000,105000000,21000000
1298,09/07/2023,7,Miền Trung,Chuột quang,2,190000,110000,380000,160000
1299,04/06/2023,6,Miền Bắc,Chuột quang,3,196000,100000,588000,288000
1300,18/10/2023,10,Miền Bắc,Chuột quang,2,200000,100000,400000,200000
1301,13/03/2023,3,Miền Nam,Tai nghe,2,485000,250000,970000,470000
1302,16/07/2023,7,Miền Trung,Chuột quang,4,208000,110000,832000,392000
1303,10/08/2023,8,Miền Bắc,Laptop Dell,1,14700000,12000000,14700000,2700000
1304,13/04/2023,4,Miền Nam,Điện thoại,2,8160000,6000000,16320000,4320000
1305,01/02/2023,2,Miền Bắc,Chuột quang,7,204000,100000,1428000,728000
1306,20/04/2023,4,Miền Nam,Laptop Dell,5,15000000,12000000,75000000,15000000
1307,24/11/2023,11,Miền Trung,Laptop Dell,4,15000000,13200000,60000000,7200000
1308,10/12/2023,12,Miền Nam,Điện thoại,5,7840000,6000000,39200000,9200000
1309,17/10/2023,10,Miền Nam,Chuột quang,5,194000,100000,970000,470000
1310,21/04/2023,4,Miền Trung,Tai nghe,3,485000,275000,1455000,630000
1311,03/02/2023,2,Miền Trung,Laptop Dell,3,14700000,13200000,44100000,4500000
1312,07/10/2023,10,Miền Nam,Bàn phím,3,832000,500000,2496000,996000
1313,25/03/2023,3,Miền Trung,Tai nghe,2,485000,275000,970000,420000
1314,06/11/2023,11,Miền Trung,Bàn phím,3,776000,550000,2328000,678000
1315,18/02/2023,2,Miền Trung,Chuột quang,6,194000,110000,1164000,504000
1316,11/10/2023,10,Miền Nam,Bàn phím,4,792000,500000,3168000,1168000
1317,24/01/2023,1,Miền Trung,Tai nghe,7,495000,275000,3465000,1540000
1318,16/04/2023,4,Miền Bắc,Chuột quang,3,192000,100000,576000,276000
1319,21/04/2023,4,Miền Nam,Điện thoại,3,7760000,6000000,23280000,5280000
1320,15/03/2023,3,Miền Bắc,Laptop Dell,5,15000000,12000000,75000000,15000000
1321,04/01/2023,1,Miền Bắc,Laptop Dell,9,15450000,12000000,139050000,31050000
1322,22/04/2023,4,Miền Nam,Laptop Dell,4,15150000,12000000,60600000,12600000
1323,11/06/2023,6,Miền Trung,Tai nghe,2,500000,275000,1000000,450000
1324,23/06/2023,6,Miền Nam,Bàn phím,1,800000,500000,800000,300000
1325,15/12/2023,12,Miền Nam,Chuột quang,6,204000,100000,1224000,624000
1326,20/07/2023,7,Miền Trung,Tai nghe,1,485000,275000,485000,210000
1327,08/12/2023,12,Miền Bắc,Điện thoại,3,7920000,6000000,23760000,5760000
1328,13/09/2023,9,Miền Trung,Chuột quang,4,204000,110000,816000,376000
1329,10/10/2023,10,Miền Trung,Điện thoại,4,8240000,6600000,32960000,6560000
1330,24/08/2023,8,Miền Bắc,Tai nghe,2,495000,250000,990000,490000
1331,23/04/2023,4,Miền Nam,Tai nghe,3,510000,250000,1530000,780000
1332,28/01/2023,1,Miền Nam,Laptop Dell,6,15600000,12000000,93600000,21600000
1333,21/02/2023,2,Miền Trung,Chuột quang,1,194000,110000,194000,84000
1334,02/10/2023,10,Miền Bắc,Bàn phím,3,816000,500000,2448000,948000
1335,22/09/2023,9,Miền Trung,Chuột quang,5,200000,110000,1000000,450000
1336,17/09/2023,9,Miền Trung,Điện thoại,4,7760000,6600000,31040000,4640000
1337,19/12/2023,12,Miền Bắc,Bàn phím,3,760000,500000,2280000,780000
1338,10/07/2023,7,Miền Trung,Tai nghe,1,480000,275000,480000,205000
1339,19/12/2023,12,Miền Nam,Tai nghe,3,515000,250000,1545000,795000
1340,10/01/2023,1,Miền Nam,Laptop Dell,5,15600000,12000000,78000000,18000000
1341,03/03/2023,3,Miền Trung,Laptop Dell,3,15150000,13200000,45450000,5850000
1342,03/10/2023,10,Miền Nam,Tai nghe,1,520000,250000,520000,270000
1343,14/08/2023,8,Miền Bắc,Laptop Dell,4,14550000,12000000,58200000,10200000
1344,12/03/2023,3,Miền Nam,Chuột quang,5,202000,100000,1010000,510000
1345,19/12/2023,12,Miền Bắc,Điện thoại,8,8240000,6000000,65920000,17920000
1346,05/08/2023,8,Miền Trung,Laptop Dell,2,15000000,13200000,30000000,3600000
1347,20/03/2023,3,Miền Nam,Chuột quang,3,190000,100000,570000,270000
1348,25/01/2023,1,Miền Nam,Điện thoại,9,8320000,6000000,74880000,20880000
1349,24/01/2023,1,Miền Trung,Chuột quang,4,200000,110000,800000,360000
1350,08/04/2023,4,Miền Bắc,Điện thoại,3,7680000,6000000,23040000,5040000
1351,07/09/2023,9,Miền Trung,Điện thoại,1,7600000,6600000,7600000,1000000
1352,25/11/2023,11,Miền Bắc,Tai nghe,1,480000,250000,480000,230000
1353,02/10/2023,10,Miền Nam,Tai nghe,1,520000,250000,520000,270000
1354,04/11/2023,11,Miền Bắc,Bàn phím,3,824000,500000,2472000,972000
1355,23/01/2023,1,Miền Trung,Chuột quang,1,192000,110000,192000,82000
1356,10/02/2023,2,Miền Trung,Laptop Dell,5,15600000,13200000,78000000,12000000
1357,17/01/2023,1,Miền Trung,Chuột quang,1,208000,110000,208000,98000
1358,04/12/2023,12,Miền Bắc,Chuột quang,9,190000,100000,1710000,810000
1359,12/01/2023,1,Miền Nam,Bàn phím,5,784000,500000,3920000,1420000
1360,18/01/2023,1,Miền Trung,Chuột quang,6,194000,110000,1164000,504000
1361,28/01/2023,1,Miền Trung,Tai nghe,7,510000,275000,3570000,1645000
1362,06/04/2023,4,Miền Nam,Tai nghe,5,505000,250000,2525000,1275000
1363,20/07/2023,7,Miền Nam,Bàn phím,2,784000,500000,1568000,568000
1364,25/01/2023,1,Miền Nam,Bàn phím,1,792000,500000,792000,292000
1365,28/06/2023,6,Miền Nam,Điện thoại,4,8160000,6000000,32640000,8640000
1366,22/01/2023,1,Miền Bắc,Chuột quang,1,202000,100000,202000,102000
1367,16/01/2023,1,Miền Trung,Điện thoại,1,8080000,6600000,8080000,1480000
1368,23/11/2023,11,Miền Nam,Tai nghe,3,510000,250000,1530000,780000
1369,20/10/2023,10,Miền Nam,Chuột quang,2,198000,100000,396000,196000
1370,25/09/2023,9,Miền Bắc,Điện thoại,3,7920000,6000000,23760000,5760000
1371,14/11/2023,11,Miền Trung,Laptop Dell,3,15450000,13200000,46350000,6750000
1372,14/10/2023,10,Miền Trung,Bàn phím,5,832000,550000,4160000,1410000
1373,04/10/2023,10,Miền Nam,Điện thoại,5,7680000,6000000,38400000,8400000
1374,09/01/2023,1,Miền Bắc,Laptop Dell,9,15000000,12000000,135000000,27000000
1375,01/11/2023,11,Miền Trung,Laptop Dell,3,15600000,13200000,46800000,7200000
1376,23/03/2023,3,Miền Nam,Chuột quang,3,208000,100000,624000,324000
1377,26/02/2023,2,Miền Bắc,Bàn phím,1,808000,500000,808000,308000
1378,04/06/2023,6,Miền Bắc,Điện thoại,1,8080000,6000000,8080000,2080000
1379,04/05/2023,5,Miền Trung,Chuột quang,3,190000,110000,570000,240000
1380,15/06/2023,6,Miền Trung,Bàn phím,4,816000,550000,3264000,1064000
1381,17/02/2023,2,Miền Nam,Bàn phím,3,768000,500000,2304000,804000
1382,06/11/2023,11,Miền Bắc,Điện thoại,5,7920000,6000000,39600000,9600000
1383,11/06/2023,6,Miền Bắc,Tai nghe,4,515000,250000,2060000,1060000
1384,01/05/2023,5,Miền Nam,Laptop Dell,1,15300000,12000000,15300000,3300000
